symbol,r2,slope,trend,max_gap_up,annualised_slope,mul,atr,target_percent,included
BHARTIARTL,0.0788585127829422,0.00031901613185487634,1,0.020591946770677907,1.0830068729978213,0.08540431133831296,12.714285714285722,6.20095,0
SRF,0.07272546885865105,0.000538350948554725,1,0.037110409803966606,1.1440236003456976,0.08319965272050289,36.37857142857144,4.8806,0
HINDZINC,0.07020350865870961,0.0003835151360815371,1,0.07849117174959867,1.1006054123170603,0.07726636159342341,4.142857142857143,7.6848,0
ICICIPRULI,0.08744990298232336,-0.0005221794744120211,1,0.04234146341463423,0.8775871920679797,0.0767449148048744,14.992857142857158,3.3402000000000003,0
DLF,0.06509618929069094,0.00040336673985646293,1,0.04747257254178209,1.1060790256832251,0.07200152962633823,11.039285714285723,4.859999999999999,0
DALBHARAT,0.08630267376307632,-0.0010015196174183957,1,0.06472651927197373,0.7784073012596643,0.06717863137540947,56.58571428571424,2.3221,0
AMBUJACEM,0.058610218041809437,0.0005247774542749713,-1,0.041040804257835656,1.140150135663233,0.0668244480516207,10.978571428571424,3.9528,0
IOC,0.07218731124856437,-0.0005063008308195871,1,0.04326396495071197,0.881079638911736,0.06360277012889419,1.4535714285714312,6.392,0
BANKBARODA,0.06614629203623024,-0.0004022610046613656,1,0.04596795376937221,0.9043078058653455,0.05981660821741174,3.567857142857146,5.5384,0
TATACONSUM,0.05407416413897603,-0.00017519596453648536,1,0.038520619165780486,0.957142660328308,0.05175668931900911,15.146428571428569,5.1186,0
ASTRAL,0.04471840082679235,0.0003943524484739639,-1,0.03730876878345702,1.1035901941546291,0.049350788650724293,49.121428571428545,3.8186,0
ABBOTINDIA,0.03552431128761968,0.00021320524311374363,-1,0.03313946773761237,1.0547414117374534,0.03746896223850473,389.1892857142863,0.0,0
NAUKRI,0.034220843749615315,-0.0004219606214226844,1,0.07691121052515591,0.8998632983071218,0.030794081327381487,84.89285714285714,4.4777499999999995,0
SHREECEM,0.023220959084365056,-0.0002740031101797386,1,0.06347312582981732,0.9337839691005773,0.021683359340120507,446.7071428571432,0.0,0
NAVINFLUOR,0.020038623402103384,0.00020554967154505242,1,0.06790550442581637,1.0527251019321129,0.021095161863558507,81.09285714285696,4.66245,0
PAYTM,0.01884975439849912,0.00032146403050169274,1,0.067913632939995,1.0836696362956313,0.020426906493283516,29.846428571428557,2.7161999999999997,0
ATGL,0.019818866931615275,-0.0001337848433553762,-1,0.04999207732530495,0.9671047658058607,0.019166920662437307,15.939285714285713,3.8688000000000002,0
FLUOROCHEM,0.020593988030404575,-0.00036903313586398977,1,0.06514473564058074,0.9118540712206789,0.018778711828194343,79.63928571428576,3.0673000000000004,0
PETRONET,0.015450832080763921,0.0001779232754897037,1,0.06873227143792275,1.0454807863630171,0.016153548073759995,5.178571428571432,4.7538,0
HDFCLIFE,0.013223919154612629,-0.00016456720589504625,1,0.05862752875842927,0.9596897852164654,0.012690860133210097,11.796428571428587,5.259600000000001,0
HEROMOTOCO,0.010143809119730118,0.00025764301169647436,1,0.0452091418714964,1.0665215413094542,0.010818590937123463,50.321428571428505,3.00875,0
BANDHANBNK,0.008178559496539672,-0.00018521765890389263,1,0.036838723495395256,0.9547471829410697,0.007808456639837186,5.1857142857142815,4.6246,0
SBIN,0.007046413568194909,-0.00014273609345941734,1,0.028576317590691385,0.9649426877820831,0.006799385247718135,8.642857142857142,6.41795,0
BALKRISIND,0.004600480773356286,-8.083179419369068e-05,1,0.04907139563157662,0.9799940631806362,0.004508443845665822,38.72499999999991,4.8048,0
RELIANCE,0.002465989675298097,-8.679211984837648e-05,-1,0.038520525026390855,0.9785347574465173,0.0024130566087834393,35.160714285714285,4.896399999999999,0
